shelling	炮击	They cracked the nuts and removed their shells	2026-03-12 09:54:45
slightly	稍微		2026-03-12 09:55:56
drone	无人机		2026-03-12 09:58:27
gulf	海湾	Persian Gulf	2026-03-12 09:59:06
salvo	齐射	Israel and countries of the Persian Gulf are trying to defend against those salvos	2026-03-12 09:59:55
wage	发动战争	How are nations waging this war	2026-03-12 10:03:54
navy	海军	The operation was organized by the US navy	2026-03-12 10:04:35
disposal	清楚	a bomb disposal technician	2026-03-12 10:05:10
gunnery	射击	During the Second World War the area was used to gunnery practice	2026-03-12 10:05:34
objective	目标		2026-03-12 10:08:47
primary	主要的		2026-03-12 10:09:08
air force fighter	空军战斗机		2026-03-12 10:11:44
force	武装部队		2026-03-12 10:11:58
refuel	补充燃料		2026-03-12 10:12:20
destroyer	驱逐舰		2026-03-12 10:16:41
bombardment	轰炸	the first wave of the bombardment used weapons, like the AGM-154 glide bomb	2026-03-12 10:18:47
quiz	小测验		2026-03-12 10:19:56
update	最新报道	We have the lastest updates here	2026-03-13 20:57:26
secretary	秘书		2026-03-13 20:58:50
fire	解雇， 开除	President Trump fired Kristi Noem, his homeland security secretary	2026-03-13 21:00:15
promote	推广	She's been in the  spotlight for months - self-promoting as she oversaw Trump's immigration crackdown	2026-03-13 21:03:34
annoyance	恼怒	""	2026-03-13 21:06:51
cusp	尖端	It doesn't leave me on the cusp of annoyance	2026-03-13 21:07:22
for the most part	很大程度上		2026-03-13 21:07:52
exasperating	令人恼怒地	They can be exasperating	2026-03-13 21:15:33
june	六月		2026-03-13 21:16:48
by	相差	Employment actually declined by 20, 000 jobs n June	2026-03-13 21:18:54
overstate	夸大	Job growth over the past two years had been overstated by nearly one million positions	2026-03-13 21:20:05
in a couple of hours	几个小时后		2026-03-13 21:50:11
axiom	公理	you could distill into an axiom	2026-03-13 21:57:11
underlying	潜在的	There's always underlying detail to examine as well	2026-03-13 22:00:00
revision	修订		2026-03-13 22:01:11
lay off	解雇		2026-03-13 22:01:23
cook	伪造	accusing her without evidence of cooking the books to make his administration look bad	2026-03-14 11:19:58
dismiss	不理会	Economists overwhelmingly dismissed the charge	2026-03-14 11:21:40
presidency	总统任期		2026-03-14 11:22:54
detection	发觉		2026-03-14 11:24:12
closure	关闭		2026-03-14 11:28:08
upend	颠覆	upended the seasonal patterns that statisticians try to account for in their estimates	2026-03-14 11:30:05
demographic	人口的	gradual demographic shifts	2026-03-14 11:34:06
guarded	谨慎的	They are optimistic but guarded	2026-03-14 11:40:30
shrinking	收缩	Budgets are shrinking, as is the size of the agency	2026-03-14 11:41:59
bulk	主体	The truck pulled out of the lot, its bulk unnerving against the dawn	2026-03-14 11:46:49
deteriorate	恶化	There are fears that the situation might deteriorate into full-scale war	2026-03-14 11:47:08
uphill battle	艰难的斗争		2026-03-14 11:49:05
idiomatic	地道的	her remarkable command of idiomatic English	2026-03-14 11:52:13
smudge	污点	There was a dark smudge on his forehead	2026-03-14 11:52:37
whisk	搅拌器	Just before serving, whisk the cream	2026-03-14 11:52:56
mug	马克杯		2026-03-14 11:53:10
spice	调味品	herbs and spices	2026-03-14 11:53:46
plug	插座	I used to go around and take every plug out at night	2026-03-14 11:54:02
bucket	桶		2026-03-14 11:54:19
projector	放映机	a slide projector	2026-03-14 11:54:38
throw blanket	披毯		2026-03-14 11:55:26
blanket	毯子		2026-03-14 11:55:47
compost	堆肥	a small compost heap	2026-03-14 11:56:04
supposed	坚信的		2026-03-14 11:56:21
synchronize	使同步	It was virtually impossible to synchronize our lives so as to take vocations and weekends together	2026-03-14 11:57:20
comfy	舒服的		2026-03-14 11:57:36
guy	家伙		2026-03-14 11:57:54
essential	必需品		2026-03-14 11:58:08
lot	停车场		2026-03-16 10:21:25
pull out	退出		2026-03-16 10:21:39
across time	跨越时间	What happends when you read about the lives of notable women across time?	2026-03-16 10:41:31
archive	档案	The system will archive the information so agencies can review it in detail	2026-03-16 10:46:34
blaze	闪闪发光	He was arrested in a blaze of publicity	2026-03-16 11:08:27
marquee	大天幕	Her name was up in lights on the theater marquee	2026-03-16 11:08:36
poster	海报		2026-03-16 11:08:42
adjective	形容词		2026-03-16 11:10:04
obituary	讣告	His obituary was published in one edition of his own newspaper before it was discovered that her was alive	2026-03-16 11:10:31
prolific	多产的， 作品丰富的		2026-03-16 11:13:27
groundwork	基础		2026-03-16 11:13:33
lay the groundwork for	奠定基础		2026-03-16 11:13:46
paragraph	段落		2026-03-16 11:15:51
reluctant	不情愿的		2026-03-16 11:16:11
aside	旁白	During the paly, the character turned to the aaudience and delivered a humorous aside	2026-03-16 11:16:23
frame	表达		2026-03-16 11:35:04
vibrant	充满活力的	Tom felt himself being drawn toward her vibrant personality	2026-03-16 11:35:57
companion	伴侣		2026-03-16 11:38:15
divorce	离婚		2026-03-16 11:38:46
glamorous	迷人的	some of the world's most beautiful and glamorous women	2026-03-17 10:53:48
incisive	深刻的	He is a very shrewd operator with an incisive mind	2026-03-17 10:54:08
prominent	著名的	interview prominent people	2026-03-17 10:55:47
transgender	跨性别的		2026-03-17 10:56:38
amid	在..中		2026-03-17 10:57:01
minister	部长		2026-03-17 10:59:05
meant	表达...的意思	The red light meant that we had to stop immediately	2026-03-17 11:01:10
authority	权威		2026-03-17 11:01:25
project	表达		2026-03-17 11:01:34
aunt	伯母		2026-03-17 11:05:21
generous	慷慨的		2026-03-17 11:05:53
recognition	赞誉		2026-03-17 11:07:29
cognition	认知		2026-03-17 11:07:56
come back	重现	The idea kept coming back to me as I read the obituaries	2026-03-17 11:10:59
conviction	坚定的信仰	It is our firm convition that a step forward has been taken	2026-03-17 11:11:53
paid a price for it	为此付出代价	Often they paid a price for it	2026-03-17 11:13:20
artifact	历史文物	The archaeologists carefully unearthed a ancient ceramic artifact from the site	2026-03-17 11:15:10
philosophy	哲学		2026-03-17 11:22:35
improvise	即兴创作		2026-03-17 11:23:03
bruise	瘀伤		2026-03-17 11:23:18
accent	口音	He had developed a slight southern accent	2026-03-17 11:23:38
articulation	语言表达		2026-03-17 11:23:59
gorgeous	美丽动人的	It's a gorgeous day	2026-03-17 11:24:20
command	掌握	His command of English was excellent	2026-03-17 11:30:29
fantasy	幻想		2026-03-17 11:38:37
comedy	喜剧		2026-03-17 11:38:55
invincible	不可战胜的	You couldn't help feeling the military's fire power was invincible	2026-03-17 11:39:13
unbeatable	无与伦比的		2026-03-17 11:39:35
unbreakable	不可战胜的		2026-03-17 11:39:57
blind	窗帘	Pulling the blinds up , she let some of the bright sunlight in	2026-03-17 11:40:19
shampoo	洗发剂	a bottle of shampoo	2026-03-17 11:40:40
condition	护理	condition my hair	2026-03-17 11:41:04
hoarse	嘶哑的	“So what do you think?" she said in a hoarse whisper	2026-03-17 11:41:34
greasy	油污的	He proped his  elbows upon a greasy counter	2026-03-17 11:41:52
quaint	奇特有趣的	a small, quaint town with narrow streets and traditional half-timbered houses	2026-03-17 11:42:06
pastry	糕点	a wide range of cakes and pastries	2026-03-17 11:42:20
authentic	真实的		2026-03-17 11:42:45
chime	鸣响	He heard the front doorbell chime	2026-03-17 11:43:06
upbeat	乐观的·		2026-03-17 11:43:20
high-stake	高风险	a high-stakes expedition	2026-03-19 20:37:51
gripping	扣人心弦的	gripping dispatches	2026-03-19 20:39:59
austere	朴实的, 严肃的	I found her a rather austere, distant, somewhat cold person	2026-03-19 20:41:16
better part	大部分	for the better part of a century	2026-03-19 20:51:32
afar	远处	Seen from afar, its towering buildings beckon the visitor in	2026-03-19 20:51:41
most recently	最近	trips most recently in 2016	2026-03-19 20:54:54
bunk	床铺	He left his bunk and went up on deck again	2026-03-19 20:57:49
stick	卡住	Instruments got stuck	2026-03-19 21:00:35
slough	脱落	All reptiles have to slough their skin to grow	2026-03-19 21:11:18
moor	停泊	She had moored her barge on the right bank of the river	2026-03-19 21:11:32
crumble	崩溃	A project almost a decade in the making had crumbled at the final stage	2026-03-19 21:13:57
bounce back	迅速振作	We lost two or three early games but we bounced back	2026-03-19 21:15:31
vicissitude	变迁	Life is full of vicissitudes, from sudden career changes to unexpected heal challenges	2026-03-19 21:17:45
sign up	报名		2026-03-19 21:18:38
fly	乘飞机	The scientists have flown helicopters	2026-03-19 21:22:45
deputize	代表	I sometimes had to deputize for him in the kitchen	2026-03-19 21:23:20
rift	裂缝	The interview reflected a growing rift between the president and Congress	2026-03-19 21:23:54
majesty	雄伟	the majesty of the mainland mountains	2026-03-19 21:25:24
prop	支撑	Using the table as a prop, he dragged  himself to his feet	2026-03-19 21:32:28
perimeter	外围	perimeter of the island	2026-03-19 21:55:05
dot	点		2026-03-19 21:55:26
windmill	风车	The old windmill on the hill still turns gracefully i the afternoon breeze	2026-03-19 21:55:49
cottage	小屋	They used to have a cottage in N.W. Scotland	2026-03-19 21:56:04
disembark	登陆	Disembarkation is at 7:30 a.m.	2026-03-19 21:56:37
catch a ferry	乘坐渡轮	We woke up early to catch the first ferry to Staten Island	2026-03-19 21:57:06
off-grid	离网的		2026-03-19 21:57:33
offset	抵消	They're completely offset by the beauty that comes with them	2026-03-19 21:59:09
indoorsy	喜欢呆在室内的		2026-03-19 21:59:40
bitterly	及其	We are bitterly upset at what has happened	2026-03-19 22:00:25
cosy	舒适的		2026-03-19 22:00:45
rope bridge	绳桥	The adventures carefully crossed the rope bridge swaying high above the canyon	2026-03-19 22:01:19
solstice	至点， 至日	On the winter solstice, the sun rises late an sets early, giving us the shortest day of the year	2026-03-19 22:02:08
overgrow	过度生长		2026-03-23 14:30:09
ditch	"沟渠 "	ditch of water	2026-03-23 14:30:52
dirty	脏的		2026-03-23 14:31:17
shiny	光滑的		2026-03-23 14:31:39
fountain	喷泉	the fountains on the 16th Street Mall	2026-03-23 14:31:56
gazebo	露台	We sat in the gazebo and watched the sunset over the lake	2026-03-23 14:32:16
humid	潮湿的	Visitor can expect hot and humid condition	2026-03-23 14:32:39
trunk	树干		2026-03-23 14:32:55
rash	轻率的		2026-03-23 14:33:47
eminent	杰出的		2026-03-23 14:34:00
think of	想象	I should think of the dogs as celebrities	2026-03-24 10:11:17
standoffish	冷淡的	He can be quite standoffish and rude, even to his friends	2026-03-24 10:17:08
haughty	傲慢的	He spoke in a haughty tone	2026-03-24 10:22:55
fussy	爱挑剔	She is not fussy about her food	2026-03-24 10:23:43
attendant	护理员	Tony Williams was working as a car park attendant in Los Angeles	2026-03-24 10:33:39
entourage	随从	Rachel was quickly whisked away by her entourage	2026-03-24 10:35:39
gamely	勇敢地	He gamely defended his organization's decision	2026-03-24 10:36:13
sniff	闻	Suddenly, he sopped and sniffed the air	2026-03-24 10:39:29
trim	修剪	The neighbors' gardens were trim and neat	2026-03-24 10:40:13
sheepdog	牧羊犬	The sheepdog guided the flock safely down the hill.	2026-03-24 10:41:36
sponge	海绵	a sponge mattress	2026-03-24 10:41:54
handler	训练者	Fifty officers, including dog handlers, are searching for her	2026-03-24 10:44:21
mockumentary	记录形式的节目	The office is one of the most famous mockumentary TV shows	2026-03-24 10:44:39
particular	细节	I can't go into particulars right now	2026-03-24 10:45:57
clueless	无知的	I came into adult life clueless about a lot of things that most people take for granted	2026-03-24 10:46:11
sparkly	耀眼的	Her eyes were sparkly	2026-03-24 10:53:43
blazer	运动夹克	He wore a navy blazer with khaki pants	2026-03-24 10:54:01
seriousness	严重性	No one doubted the seriousness of the problem	2026-03-24 10:57:10
insult	侮辱	I didn't mean to insult you	2026-03-24 10:59:17
have	使...处于什么状态	they really have some of us pegged	2026-03-24 11:03:29
awful	糟糕的	Her injuries were massive.It was awful	2026-03-24 11:03:38
stake	比赛， 股份， 风险		2026-03-24 11:08:17
choreography	舞蹈艺术	The choreography of Eric Hawkins is considered radical by ballet audience	2026-03-24 11:09:08
obediently	忠诚地	The dog waited obediently for its owner's command	2026-03-24 11:12:03
fictional	小说的		2026-03-24 11:16:33
indigenous	本土的	The indigenous people of Australia have a long and rich culture	2026-03-24 14:45:48
mythology	神话	In Greek mythology, the god Zeus took the form of a swan to seduce Leda	2026-03-24 14:46:08
serpent	大蛇	the serpent in the Garden of Eden	2026-03-24 14:46:30
surgery	手术	His father has just recovered from heart surgery	2026-03-24 14:48:01
beverage	饮料	Alcoholic beverages are served in the hotel lounge	2026-03-24 14:48:22
mate	伙伴		2026-03-24 14:48:50
herby	多草本植物的	This soup has a fresh , herby flavor	2026-03-24 14:49:13
revenge	复仇	The attackers wre said to be taking revenge on the 14-year-old, claiming he was a school bully	2026-03-24 14:49:33
resilience	恢复力	She showed great resilience in the face of failure	2026-03-24 14:50:29
unearth	发掘	Researchers have unearthed documents from the 1600s	2026-03-24 15:05:26
ceramic	陶瓷	a collection of Chinese ceramics	2026-03-24 15:05:57
beckon	吸引	All the attractions of the peninsula beckon	2026-03-24 15:14:04
bank	河岸	We sat on the river bank and watched the sunset	2026-03-24 15:16:36
barge	驳船	Carrying goods by train costs nearly three times more than carrying them by barge	2026-03-24 15:16:47
metaphysics	形而上学	He is studying metaphysics and ancient philosophy	2026-03-29 11:25:56
foreword	前言	She has written the foreword to a book of recipes	2026-03-29 11:26:41
brilliance	才华	Her musical brilliance amazed everyone	2026-03-29 11:27:04
philosophical	哲学的		2026-03-29 11:27:41
gleeful	欢快的	He took an almost gleeful delight in showing how wrong the can be	2026-04-02 09:51:33
reptile	爬行动物		2026-04-02 09:52:59
brittle	易碎的	Pine is brittle and breaks	2026-04-02 10:02:48
camouflaged	伪装的	They were dressed in camouflage and carried automatic rifles	2026-04-02 10:03:21
lizard	蜥蜴	The lizard relies on sunlight to keep its body warm	2026-04-02 10:04:01
premium	高价的, 保险费	He eventually sold the shares back to the bank at a premium	2026-04-02 10:05:22
jog	慢跑	I got up early the next morning to jog	2026-04-02 10:06:05
sip	小口喝	Jessica sipped her drink thoughtfully	2026-04-02 10:07:11
nomadically	游牧地	For years, she lived nomadically, traveling from one country to another with little more than a backpack	2026-04-02 10:07:48
introverted	内向的	Machen was a lonely, introverted child.	2026-04-02 10:08:04
challenge	质疑	The demonstrators have now made a direct challenge to the authority of the government.	2026-04-02 15:27:40
block	阻止	The order was swiftly challenged in court and blocked by lower courts	2026-04-02 15:28:25
swiftly	很快地		2026-04-02 15:28:40
square	符合	square with citizenship clause	2026-04-02 15:31:19
clause	条款	a compromise document sprinkled with escape clauses	2026-04-02 15:31:31
naturalize	加入国籍	Immigration officials were allowed to enter the country naturalize solidiers under the 1942	2026-04-02 15:32:16
jurisdiction	管辖范围	The British police have no jurisdiction over foreign bank accounts	2026-04-02 15:33:22
reverse	逆转(v)	""	2026-04-02 15:35:25
fuel	加剧	The result will inevitably fuel speculation about the prime minister's future	2026-04-02 15:37:16
revisionist	修正主义	the revisionist interpretation of the French Revolution	2026-04-02 15:39:43
owe	欠	It's because their parents don't owe allegiance to the U.S.	2026-04-02 15:41:42
allegiance	效忠	My alligiance to Kendall and his company ran deep	2026-04-02 15:41:57
diplomat	外交官	a Western diplomat with long experience in Asia	2026-04-02 15:43:07
call	判定	The case might be closer to call than once thought	2026-04-02 15:57:30
case	案件		2026-04-02 15:57:55
open-and-shut	一目了然	It's an open and shut case	2026-04-02 16:03:28
a matter of	属于...范畴	It's a matter of time before he succeeds	2026-04-04 10:51:30
settled	定下的	There has been a period of settled weather	2026-04-04 10:51:48
have nothing to do	与...无关	This has nothing to do with you	2026-04-04 10:52:02
judicial	司法的	Even if the amendment is passed it can be defeated judicially	2026-04-04 10:54:48
guarantee	确保	Surplus resources alone do not guarantee growth	2026-04-04 10:55:30
justice	法官， 正义	Thomas will be swom in today as a justice on the Supreme Court	2026-04-04 10:59:43
appointee	被任命者	Becket, a recent appointee to the Supreme Court	2026-04-04 11:00:07
ideological	意识形态的		2026-04-04 11:00:34
prayer	可能性	He doesn't have a prayer of winning	2026-04-04 11:01:12
doomed	注定要失败的	Their palns seemd doomed to failure	2026-04-04 11:05:16
long-shot	几乎没有获胜的机会的事情	It's a long-shot, but I'll try anyway	2026-04-04 11:05:44
enslave	征服	They'd been enslaved and had to do what they are told	2026-04-04 11:30:29
descendant	后代	They are descendants of the original English and Scottish settlers	2026-04-04 11:31:31
fellow	同伴		2026-04-04 11:33:10
