endeavor	努力	the human endeavor to understand it	2026-03-01 14:32:48
in awe of	对···敬畏	As a young musician, I was completely in awe of Beethoven's genius	2026-03-01 14:33:40
antarcitica	南极洲		2026-03-01 14:37:10
rock	震撼	Antarctica rocks your world	2026-03-01 14:39:26
frigid	寒冷的	frigid water	2026-03-01 14:53:20
in seconds	几秒内		2026-03-01 14:53:49
swallow	吞下	"glaciers so vast they swallow the universe "	2026-03-01 14:54:15
head back	返回	We're headed back home now	2026-03-01 14:57:50
fiercely	极其	We've been reminded of how fiercely Antarctica resists any attempts to bring it down to size	2026-03-01 15:01:24
current	气流， 水流， 趋势	the ocean currents	2026-03-02 09:14:46
holecopter	直升机		2026-03-02 09:15:52
insignificant	微不足道的		2026-03-02 09:16:20
picnic	野餐		2026-03-02 09:16:34
and yet	然而		2026-03-02 09:17:17
black curtain	黑暗窗帘		2026-03-02 09:20:29
eclipse	日食， 月食		2026-03-02 09:22:50
solar eclipse	日食		2026-03-02 09:23:13
with	受雇于	a mechanical engineer with the British Antarctic Survey	2026-03-02 09:33:25
ice core	冰芯		2026-03-02 09:36:03
by contrast	相比之下		2026-03-02 09:37:22
visual cue	视觉线索	We're trying to teach our toddler to clean up his toys, so we use a picture chart on the wall as a visual cue to remind him where everything goes	2026-03-03 09:51:34
proportion	比例	" A large proportion of the dophins in that area will eventually die"	2026-03-03 10:01:34
infinite	无限的		2026-03-03 10:03:53
finiteness	局限性	The finitiness of natural resources forces us to use them wisely	2026-03-03 10:04:58
this is all there is	这就是全部		2026-03-03 10:23:32
innocence	无辜	He claims he has evidence which could prove his innocence	2026-03-03 10:24:29
from then on	从那时起		2026-03-03 10:24:57
fatalism	宿命论	There's a curtain mood of fatalism now among the radicals	2026-03-03 10:39:05
intervention	干涉	the role of the United States aand its intervention in the internal affairs of  many countries	2026-03-03 10:39:24
reply	回复	She replied solemnly	2026-03-03 10:39:31
champagne	香槟	They celebrated the victory with champagne	2026-03-03 10:58:41
courageous	有胆量的	The children were very courageous	2026-03-03 10:58:57
contemporary	当代的	She writes a lot of contemporary music  for people like Whitney Houston	2026-03-03 11:00:03
one-stop platform	一站式平台		2026-03-03 11:00:19
lysine	赖氨酸		2026-03-03 11:05:13
looming	迫近的	Another government spending crisis is looming in the United States	2026-03-04 12:56:33
figure out	弄清楚	We're trying to figure out why 10 cubans engaged in a deadly gun battle	2026-03-04 12:58:35
gun battle	枪战		2026-03-04 12:59:33
deadly	致命的	He has acquitted on charges of assault with a deadly weapn	2026-03-04 12:59:39
affordability	负担力		2026-03-04 13:00:25
inherit	继承	He has no son to inherit his land.	2026-03-04 13:21:32
general-purpose	多用途的	I bought a general-purpose bag for travel.	2026-03-04 13:21:49
complication	复杂	The age difference was a complication to the relationship.	2026-03-04 13:23:26
pose`	姿势	We have had several preliminary sittings in various poses.	2026-03-04 13:23:50
algorithm	算法	Search engines rely on a complex algorithm.	2026-03-04 13:24:12
general election	大选	The general election will be held next year.	2026-03-05 12:09:06
empathy	同情	Having begun my life in a children's home, I have great empathy with the little ones.	2026-03-05 12:13:18
be confident in	对...自信	they did not feel condifent in their ability to pay for retirement	2026-03-05 14:13:02
out of reach	够不着	A middle-class lifestyle was seen as increasingly out of reach for most people	2026-03-05 14:14:29
democrat	民主党员	Murray has joined other Senate Democrats in blocking the legislation	2026-03-05 14:15:04
strike	袭击, 罢工		2026-03-13 20:55:40
riot	暴乱	Twelve inmates have been killed during a riot at the prison	2026-03-17 10:57:12
shady	阴凉的	After flowering, place the pot in a shady spot in the garden	2026-04-02 10:04:19
idiom	习语	This idiom comes from an ancient story	2026-04-02 10:06:24
coincidentally	巧合地	Coincidentally, I had once found myself in a similar situation.	2026-04-02 10:12:19
stem from	源于	His fear stems from a childhood experience.	2026-04-02 15:25:15
nullify	使无效	They knew the courts could nullify the marriage before the ink was dray.	2026-04-02 15:26:03
longstanding	长期存在的	a longstanding rule	2026-04-02 15:26:27
calculus	算法, 微积分	I'm learning calculus at college.	2026-04-23 13:20:18
proceed	继续做某事	please proceed with your plan	2026-04-23 15:25:03
forestall	预先阻止	Large numbers of police were in the square to forestall any demonstrations.	2026-04-23 15:28:43
doubtful	怀疑的， 不可靠的	I was still very doubtful about the chances for sucess.	2026-04-23 15:29:07
financial	财政的	The company is in financial difficulties	2026-04-23 15:33:28
assumption	假设	You would be making assumption that's not based on any fact that you could report.	2026-04-23 15:34:01
where do we go from here	我们该何去何从		2026-04-23 15:36:02
start-up	新兴公司	This small start-up has grown rapidly in three years.	2026-04-23 15:38:33
chicago	芝加哥		2026-04-24 15:07:05
victim	受害者		2026-04-24 15:07:58
ash	灰烬	bits of ash	2026-04-24 15:10:45
relief	宽慰		2026-04-24 15:15:56
sheet of paper	纸张		2026-04-24 15:22:18
surveillance	监视		2026-04-24 15:23:45
cell	牢房		2026-04-24 15:24:01
mail	邮箱		2026-04-24 15:24:22
correspondence	信件		2026-04-24 15:27:00
get around	绕过限制		2026-04-24 15:39:38
sealed	密封的		2026-04-24 15:39:45
it hardly mattered	无关紧要		2026-04-24 15:41:45
supplier	供应商		2026-04-24 15:44:48
evolve	进化		2026-04-24 15:45:04
concentrate	集中注意	concentrate on	2026-04-24 15:55:28
rainbow	彩虹	""	2026-04-24 16:23:43
return address	回信地址	some had return addresses for law offices	2026-04-25 16:20:16
tent	帐篷		2026-04-25 16:31:19
flood	淹没		2026-04-25 16:32:14
critic	评论员		2026-04-28 11:23:05
turn to	求助于， 致力于， 开始做某事	When she is in trouble, she always turns to her best friend.	2026-04-28 11:23:29
sensitive	敏感的		2026-04-28 11:36:28
introspective	反省的		2026-04-28 11:37:00
laughing-while-the-world-end	末日狂欢		2026-04-28 14:49:40
piece	张， 碎片， 一部作品	Every piece is unique, an exquisite painting of a real person, down on ivory.	2026-04-30 11:17:32
action-packed	内容丰富的	This is a packed-action movie with no boring scenes.	2026-04-30 11:21:58
action	情节， 情节	The movie is full of exciting action.	2026-04-30 11:22:13
ambitious	有野心的	Chris is so ambitious so determined to do it all	2026-04-30 11:23:00
attribute	把..归因于， 象征	What do you attribute that tonal shift to?	2026-04-30 11:24:59
tonal	色调的	Thhere a little tonal variety in his voice.	2026-04-30 11:27:53
hardened	麻木不仁的	They're kind of hardened by the real world	2026-04-30 11:32:26
business	商业， 事物， 私事	Let's stop chatting and get down to business.	2026-04-30 11:34:23
get down	专注于某事	It's time to get down to studying.	2026-04-30 11:34:46
get their bag	（俚语）赚大钱	They work hard every day just to get their bag	2026-04-30 11:38:51
boob	乳房, 笨蛋	He made a real boob of himself at the party.	2026-04-30 11:40:04
stripper	脱衣舞演员	He saw a stripper perform at the party.	2026-04-30 12:00:27
nightmarish	可怕的	She described a nightmarish scene of dead bodies lying in the streets.	2026-04-30 12:01:45
headline	标题， 头条新闻， 大肆宣传	"The Sydney Morning Herald carried the headline: \"Sorry Ma'ma, Most Australians Want a Republic.\""	2026-04-30 12:05:02
joke	玩笑， 开玩笑	I was joking to my editor	2026-04-30 12:05:31
strip	脱衣服， 脱衣服的表演	a strip-club	2026-04-30 12:09:11
remark	评论	I remarked that I could go shopping that afteroon.	2026-04-30 12:09:59
literal	字面意义的， 确切的， 不夸张的	In many cases, the people there are fighting, i a literal sense, for their homes.	2026-04-30 12:12:26
be dying of	因...死亡	Many people die of starvation every year.	2026-04-30 12:16:29
incredible	不可思议的， 极好的	Their father was incredibly good-looking.	2026-04-30 15:08:28
cinematic	电影的	This drama has amazing cinematic visuals.	2026-04-30 15:12:10
slam	砰的关上， 冲	She slammed the door and locked in behind her.	2026-05-13 15:45:11
